City,State,Query,Coordinates,Latitude,Longitude
Çorum,Oğuzlar,Çorum Oğuzlar,"40.7551935,34.7021697",40.7551935,34.7021697
Çorum,Ortaköy,Çorum Ortaköy,"40.2918471,35.1535109",40.2918471,35.1535109
Çorum,Osmancık,Çorum Osmancık,"41.051,34.6111905",41051,34.6111905
Çorum,Laçin,Çorum Laçin,"40.773889,34.8838564",40.773889,34.8838564
İstanbul,Beykoz,İstanbul Beykoz,"41.1384313,29.132011",41.1384313,29.132011
İstanbul,Maltepe,İstanbul Maltepe,"40.9439745,29.1142586",40.9439745,29.1142586
İstanbul,Küçükçekmece,İstanbul Küçükçekmece,"41.0207115,28.7547041",41.0207115,28.7547041
İstanbul,Kartal,İstanbul Kartal,"40.9206639,29.1554591",40.9206639,29.1554591
İstanbul,Beylikdüzü,İstanbul Beylikdüzü,"40.9879689,28.6053481",40.9879689,28.6053481
İstanbul,Kadıköy,İstanbul Kadıköy,"40.9811904,29.0217681",40.9811904,29.0217681
İstanbul,Beşiktaş,İstanbul Beşiktaş,"41.071748,29.0016897",41.071748,29.0016897
İstanbul,Ataşehir,İstanbul Ataşehir,"40.9869794,29.1215945",40.9869794,29.1215945
İstanbul,Başakşehir,İstanbul Başakşehir,"41.1037154,28.6534476",41.1037154,28.6534476
İstanbul,Bakırköy,İstanbul Bakırköy,"40.9808824,28.7936001",40.9808824,28.7936001
İstanbul,Bahçelievler,İstanbul Bahçelievler,"40.9975152,28.8402348",40.9975152,28.8402348
İstanbul,Bağcılar,İstanbul Bağcılar,"41.0448975,28.8196862",41.0448975,28.8196862
İstanbul,Avcılar,İstanbul Avcılar,"40.9843749,28.7006298",40.9843749,28.7006298
İstanbul,Pendik,İstanbul Pendik,"40.8793412,29.2478138",40.8793412,29.2478138
İstanbul,Arnavutköy,İstanbul Arnavutköy,"41.2490691,28.5724898",41.2490691,28.5724898
İstanbul,Adalar,İstanbul Adalar,"40.8664658,28.9830592",40.8664658,28.9830592
İstanbul,Bayrampaşa,İstanbul Bayrampaşa,"41.05075,28.8805716",41.05075,28.8805716
İstanbul,Sancaktepe,İstanbul Sancaktepe,"40.9994841,29.1910585",40.9994841,29.1910585
İstanbul,Tuzla,İstanbul Tuzla,"40.8918133,29.2741194",40.8918133,29.2741194
İstanbul,Şile,İstanbul Şile,"41.16652,29.5770761",41.16652,29.5770761
İstanbul,Güngören,İstanbul Güngören,"41.0199833,28.8693368",41.0199833,28.8693368
İstanbul,Gaziosmanpaşa,İstanbul Gaziosmanpaşa,"41.073949,28.8861241",41.073949,28.8861241
İstanbul,Fatih,İstanbul Fatih,"41.01429,28.9329791",41.01429,28.9329791
İstanbul,Eyüpsultan,İstanbul Eyüpsultan,"41.1666178,28.7908245",41.1666178,28.7908245
İstanbul,Esenyurt,İstanbul Esenyurt,"41.0498275,28.6405832",41.0498275,28.6405832
İstanbul,Esenler,İstanbul Esenler,"41.0763669,28.815825",41.0763669,28.815825
İstanbul,Çekmeköy,İstanbul Çekmeköy,"41.0729244,29.1871814",41.0729244,29.1871814
İstanbul,Çatalca,İstanbul Çatalca,"41.1458025,28.4409447",41.1458025,28.4409447
İstanbul,Büyükçekmece,İstanbul Büyükçekmece,"41.0432091,28.8847231",41.0432091,28.8847231
İstanbul,Beyoğlu,İstanbul Beyoğlu,"41.0430785,28.9467372",41.0430785,28.9467372
İstanbul,Zeytinburnu,İstanbul Zeytinburnu,"40.9906502,28.8858188",40.9906502,28.8858188
İstanbul,Üsküdar,İstanbul Üsküdar,"41.0353059,29.0064446",41.0353059,29.0064446
İstanbul,Ümraniye,İstanbul Ümraniye,"41.0333442,29.0910388",41.0333442,29.0910388
İstanbul,Sultangazi,İstanbul Sultangazi,"41.1206953,28.8322621",41.1206953,28.8322621
İstanbul,Sultanbeyli,İstanbul Sultanbeyli,"40.9683606,29.2576721",40.9683606,29.2576721
İstanbul,Şişli,İstanbul Şişli,"41.0625146,28.9682156",41.0625146,28.9682156
İstanbul,Silivri,İstanbul Silivri,"41.072087,28.0356589",41.072087,28.0356589
İstanbul,Sarıyer,İstanbul Sarıyer,"41.1658871,29.0436084",41.1658871,29.0436084
İstanbul,Kağıthane,İstanbul Kağıthane,"41.0829284,28.9581416",41.0829284,28.9581416
İzmir,Bayraklı,İzmir Bayraklı,"38.4784985,27.1161251",38.4784985,27.1161251
İzmir,Aliağa,İzmir Aliağa,"38.8044361,26.9406836",38.8044361,26.9406836
İzmir,Konak,İzmir Konak,"38.4219591,27.087876",38.4219591,27.087876
İzmir,Bayındır,İzmir Bayındır,"38.3884213,27.0354826",38.3884213,27.0354826
İzmir,Kınık,İzmir Kınık,"39.0891049,27.3490255",39.0891049,27.3490255
İzmir,Kemalpaşa,İzmir Kemalpaşa,"38.4288801,27.3963265",38.4288801,27.3963265
İzmir,Karşıyaka,İzmir Karşıyaka,"38.6432526,26.1808332",38.6432526,26.1808332
İzmir,Karaburun,İzmir Karaburun,"38.6431643,26.5008553",38.6431643,26.5008553
İzmir,Karabağlar,İzmir Karabağlar,"38.3470221,26.9575349",38.3470221,26.9575349
İzmir,Güzelbahçe,İzmir Güzelbahçe,"38.3357,26.8392845",38.3357,26.8392845
İzmir,Gaziemir,İzmir Gaziemir,"38.3145631,27.1078597",38.3145631,27.1078597
İzmir,Foça,İzmir Foça,"38.6806663,26.7389499",38.6806663,26.7389499
İzmir,Dikili,İzmir Dikili,"39.0820347,26.8783009",39.0820347,26.8783009
İzmir,Çiğli,İzmir Çiğli,"38.4922138,26.8924929",38.4922138,26.8924929
İzmir,Çeşme,İzmir Çeşme,"38.3207561,26.2555945",38.3207561,26.2555945
İzmir,Buca,İzmir Buca,"38.3398096,27.1692679",38.3398096,27.1692679
İzmir,Bornova,İzmir Bornova,"38.4709978,27.2073688",38.4709978,27.2073688
İzmir,Beydağ,İzmir Beydağ,"38.0911287,28.1576929",38.0911287,28.1576929
İzmir,Bergama,İzmir Bergama,"39.1138235,27.1538971",39.1138235,27.1538971
İzmir,Menderes,İzmir Menderes,"38.3115757,27.1017385",38.3115757,27.1017385
İzmir,Menemen,İzmir Menemen,"38.5934558,27.0567171",38.5934558,27.0567171
İzmir,Kiraz,İzmir Kiraz,"38.2220025,28.1439548",38.2220025,28.1439548
İzmir,Ödemiş,İzmir Ödemiş,"38.2326154,27.9580501",38.2326154,27.9580501
İzmir,Seferihisar,İzmir Seferihisar,"38.2024674,26.8220433",38.2024674,26.8220433
İzmir,Selçuk,İzmir Selçuk,"37.9486848,27.3679275",37.9486848,27.3679275
İzmir,Urla,İzmir Urla,"38.3266439,26.7541049",38.3266439,26.7541049
İzmir,Torbalı,İzmir Torbalı,"38.1670831,27.2819733",38.1670831,27.2819733
İzmir,Tire,İzmir Tire,"38.0895794,27.7241948",38.0895794,27.7241948
İzmir,Balçova,İzmir Balçova,"38.3884213,27.0354826",38.3884213,27.0354826
İzmir,Narlıdere,İzmir Narlıdere,"38.3763151,26.9375062",38.3763151,26.9375062
Şanlıurfa,Akçakale,Şanlıurfa Akçakale,"36.7145632,38.9358398",36.7145632,38.9358398
Şanlıurfa,Birecik,Şanlıurfa Birecik,"37.0259897,37.9629073",37.0259897,37.9629073
Şanlıurfa,Bozova,Şanlıurfa Bozova,"37.2881299,38.2235916",37.2881299,38.2235916
Şanlıurfa,Ceylanpınar,Şanlıurfa Ceylanpınar,"36.9316436,39.7213691",36.9316436,39.7213691
Şanlıurfa,Harran,Şanlıurfa Harran,"36.8670387,39.0188239",36.8670387,39.0188239
Şanlıurfa,Eyyübiye,Şanlıurfa Eyyübiye,"37.1671988,38.7845402",37.1671988,38.7845402
Şanlıurfa,Halfeti,Şanlıurfa Halfeti,"37.2457881,37.8680789",37.2457881,37.8680789
Şanlıurfa,Haliliye,Şanlıurfa Haliliye,"37.1671988,38.7845402",37.1671988,38.7845402
Şanlıurfa,Hilvan,Şanlıurfa Hilvan,"37.5831069,38.952822",37.5831069,38.952822
Şanlıurfa,Karaköprü,Şanlıurfa Karaköprü,"37.2754506,38.5475421",37.2754506,38.5475421
Şanlıurfa,Siverek,Şanlıurfa Siverek,"37.7537141,39.3060026",37.7537141,39.3060026
Şanlıurfa,Suruç,Şanlıurfa Suruç,"36.9842087,38.4166813",36.9842087,38.4166813
Şanlıurfa,Viranşehir,Şanlıurfa Viranşehir,"37.2360684,39.7451781",37.2360684,39.7451781
Şırnak,Güçlükonak,Şırnak Güçlükonak,"37.470531,41.9087064",37.470531,41.9087064
Şırnak,İdil,Şırnak İdil,"37.2772735,41.6576722",37.2772735,41.6576722
Şırnak,Merkez,Şırnak Merkez,"37.5450357,42.2105512",37.5450357,42.2105512
Şırnak,Silopi,Şırnak Silopi,"37.2477646,42.3273786",37.2477646,42.3273786
Şırnak,Uludere,Şırnak Uludere,"37.4454401,42.8404884",37.4454401,42.8404884
Şırnak,Beytüşşebap,Şırnak Beytüşşebap,"37.5700389,43.1628054",37.5700389,43.1628054
Şırnak,Cizre,Şırnak Cizre,"37.3316016,42.1754744",37.3316016,42.1754744
